song_title,composer,milliseconds,bytes
The Saint,Billy Duffy/Ian Astbury,216215,7061584
Rise,Billy Duffy/Ian Astbury,219088,7106195
Take The Power,Billy Duffy/Ian Astbury,235755,7650012
Breathe,Billy Duffy/Ian Astbury/Marti Frederiksen/Mick Jones,299781,9742361
Nico,Billy Duffy/Ian Astbury,289488,9412323
American Gothic,Billy Duffy/Ian Astbury,236878,7739840
Ashes And Ghosts,Billy Duffy/Bob Rock/Ian Astbury,300591,9787692
Shape The Sky,Billy Duffy/Ian Astbury,209789,6885647
Speed Of Light,Billy Duffy/Bob Rock/Ian Astbury,262817,8563352
True Believers,Billy Duffy/Ian Astbury,308009,9981359
My Bridges Burn,Billy Duffy/Ian Astbury,231862,7571370
She Sells Sanctuary,,253727,8368634
Fire Woman,,312790,10196995
Lil' Evil,,165825,5419655
Spirit Walker,,230060,7555897
The Witch,,258768,8725403
Revolution,,256026,8371254
Wild Hearted Son,,266893,8670550
Love Removal Machine,,257619,8412167
Rain,,236669,7788461
Edie (Ciao Baby),,241632,7846177
Heart Of Soul,,274207,8967257
Love,,326739,10729824
Wild Flower,,215536,7084321
Go West,,238158,7777749
Resurrection Joe,,255451,8532840
Sun King,,368431,12010865
Sweet Soul Sister,,212009,6889883
Earth Mofo,,282200,9204581
Break on Through,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",149342,4943144
Soul Kitchen,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",215066,7040865
The Crystal Ship,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",154853,5052658
Twentienth Century Fox,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",153913,5069211
Alabama Song,Weill-Brecht,200097,6563411
Light My Fire,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",428329,13963351
Back Door Man,"Willie Dixon, C. Burnett",214360,7035636
I Looked At You,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",142080,4663988
End Of The Night,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",172695,5589732
Take It As It Comes,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",137168,4512656
The End,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",701831,22927336
Roxanne,G M Sumner,192992,6330159
Can't Stand Losing You,G M Sumner,181159,5971983
Message in a Bottle,G M Sumner,291474,9647829
Walking on the Moon,G M Sumner,302080,10019861
Don't Stand so Close to Me,G M Sumner,241031,7956658
"De Do Do Do, De Da Da Da",G M Sumner,247196,8227075
Every Little Thing She Does is Magic,G M Sumner,261120,8646853
Invisible Sun,G M Sumner,225593,7304320
Spirit's in the Material World,G M Sumner,181133,5986622
Every Breath You Take,G M Sumner,254615,8364520
King Of Pain,G M Sumner,300512,9880303
Wrapped Around Your Finger,G M Sumner,315454,10361490
Don't Stand So Close to Me '86,G M Sumner,293590,9636683
Message in a Bottle (new classic rock mix),G M Sumner,290951,9640349
Time Is On My Side,Jerry Ragavoy,179983,5855836
Heart Of Stone,Jagger/Richards,164493,5329538
Play With Fire,Nanker Phelge,132022,4265297
Satisfaction,Jagger/Richards,226612,7398766
As Tears Go By,Jagger/Richards/Oldham,164284,5357350
Get Off Of My Cloud,Jagger/Richards,176013,5719514
Mother's Little Helper,Jagger/Richards,167549,5422434
19th Nervous Breakdown,Jagger/Richards,237923,7742984
Paint It Black,Jagger/Richards,226063,7442888
Under My Thumb,Jagger/Richards,221387,7371799
Ruby Tuesday,Jagger/Richards,197459,6433467
Let's Spend The Night Together,Jagger/Richards,217495,7137048
Intro,Jagger/Richards,49737,1618591
You Got Me Rocking,Jagger/Richards,205766,6734385
Gimmie Shelters,Jagger/Richards,382119,12528764
Flip The Switch,Jagger/Richards,252421,8336591
Memory Motel,Jagger/Richards,365844,11982431
Corinna,Jesse Ed Davis III/Taj Mahal,257488,8449471
Saint Of Me,Jagger/Richards,325694,10725160
Wainting On A Friend,Jagger/Richards,302497,9978046
Sister Morphine,Faithfull/Jagger/Richards,376215,12345289
Live With Me,Jagger/Richards,234893,7709006
Respectable,Jagger/Richards,215693,7099669
Thief In The Night,De Beauport/Jagger/Richards,337266,10952756
The Last Time,Jagger/Richards,287294,9498758
Out Of Control,Jagger/Richards,479242,15749289
Love Is Strong,Jagger/Richards,230896,7639774
You Got Me Rocking,Jagger/Richards,215928,7162159
Sparks Will Fly,Jagger/Richards,196466,6492847
The Worst,Jagger/Richards,144613,4750094
New Faces,Jagger/Richards,172146,5689122
Moon Is Up,Jagger/Richards,222119,7366316
Out Of Tears,Jagger/Richards,327418,10677236
I Go Wild,Jagger/Richards,264019,8630833
Brand New Car,Jagger/Richards,256052,8459344
Sweethearts Together,Jagger/Richards,285492,9550459
Suck On The Jugular,Jagger/Richards,268225,8920566
Blinded By Rainbows,Jagger/Richards,273946,8971343
Baby Break It Down,Jagger/Richards,249417,8197309
Thru And Thru,Jagger/Richards,375092,12175406
Mean Disposition,Jagger/Richards,249155,8273602
Walking Wounded,The Tea Party,277968,9184345
Temptation,The Tea Party,205087,6711943
The Messenger,Daniel Lanois,212062,6975437
Psychopomp,The Tea Party,315559,10295199
Sister Awake,The Tea Party,343875,11299407
The Bazaar,The Tea Party,222458,7245691
Save Me (Remix),The Tea Party,396303,13053839
Fire In The Head,The Tea Party,306337,10005675
Release,The Tea Party,244114,8014606
Heaven Coming Down,The Tea Party,241867,7846459
The River (Remix),The Tea Party,343170,11193268
Babylon,The Tea Party,169795,5568808
Waiting On A Sign,The Tea Party,261903,8558590
Life Line,The Tea Party,277786,9082773
Paint It Black,Keith Richards/Mick Jagger,214752,7101572
Temptation,The Tea Party,205244,6719465
Army Ants,The Tea Party,215405,7075838
Psychopomp,The Tea Party,317231,10351778
Gyroscope,The Tea Party,177711,5810323
Alarum,The Tea Party,298187,9712545
Release,The Tea Party,266292,8725824
Transmission,The Tea Party,317257,10351152
Babylon,The Tea Party,292466,9601786
Pulse,The Tea Party,250253,8183872
Emerald,The Tea Party,289750,9543789
Aftermath,The Tea Party,343745,11085607
I Can't Explain,Pete Townshend,125152,4082896
"Anyway, Anyhow, Anywhere","Pete Townshend, Roger Daltrey",161253,5234173
My Generation,John Entwistle/Pete Townshend,197825,6446634
Substitute,Pete Townshend,228022,7409995
I'm A Boy,Pete Townshend,157126,5120605
Boris The Spider,John Entwistle,149472,4835202
Happy Jack,Pete Townshend,132310,4353063
Pictures Of Lily,Pete Townshend,164414,5329751
I Can See For Miles,Pete Townshend,262791,8604989
Magic Bus,Pete Townshend,197224,6452700
Pinball Wizard,John Entwistle/Pete Townshend,181890,6055580
The Seeker,Pete Townshend,204643,6736866
Baba O'Riley,John Entwistle/Pete Townshend,309472,10141660
Won't Get Fooled Again (Full Length Version),John Entwistle/Pete Townshend,513750,16855521
Let's See Action,Pete Townshend,243513,8078418
5.15,Pete Townshend,289619,9458549
Join Together,Pete Townshend,262556,8602485
Squeeze Box,Pete Townshend,161280,5256508
Who Are You (Single Edit Version),John Entwistle/Pete Townshend,299232,9900469
You Better You Bet,Pete Townshend,338520,11160877
Primavera,Genival Cassiano/Silvio Rochael,126615,4152604
Chocolate,Tim Maia,194690,6411587
Azul Da Cor Do Mar,Tim Maia,197955,6475007
O Descobridor Dos Sete Mares,Gilson Mendonça/Michel,262974,8749583
Até Que Enfim Encontrei Você,Tim Maia,105064,3477751
Coroné Antonio Bento,"Do Vale, João/Luiz Wanderley",131317,4340326
New Love,Tim Maia,237897,7786824
Não Vou Ficar,Tim Maia,172068,5642919
Música No Ar,Tim Maia,158511,5184891
Salve Nossa Senhora,Carlos Imperial/Edardo Araújo,115461,3827629
Você Fugiu,Genival Cassiano,238367,7971147
Cristina Nº 2,Carlos Imperial/Tim Maia,90148,2978589
Compadre,Tim Maia,171389,5631446
Over Again,Tim Maia,200489,6612634
Réu Confesso,Tim Maia,217391,7189874
O Que Me Importa,,153155,4977852
Gostava Tanto De Você,,253805,8380077
Você,,242599,7911702
Não Quero Dinheiro,,152607,5031797
Eu Amo Você,,242782,7914628
A Festa Do Santo Reis,,159791,5204995
I Don't Know What To Do With Myself,,221387,7251478
Padre Cícero,,139598,4581685
Nosso Adeus,,206471,6793270
Canário Do Reino,,139337,4552858
Preciso Ser Amado,,174001,5618895
Balanço,,209737,6890327
Preciso Aprender A Ser Só,,162220,5213894
Esta É A Canção,,184450,6069933
Formigueiro,,252943,8455132
Comida,Titãs,322612,10786578
Go Back,Titãs,230504,7668899
Prá Dizer Adeus,Titãs,222484,7382048
Família,Titãs,218331,7267458
Os Cegos Do Castelo,Titãs,296829,9868187
O Pulso,Titãs,199131,6566998
Marvin,Titãs,264359,8741444
Nem 5 Minutos Guardados,Titãs,245995,8143797
Flores,Titãs,215510,7148017
Palavras,Titãs,158458,5285715
Hereditário,Titãs,151693,5020547
A Melhor Forma,Titãs,191503,6349938
Cabeça Dinossauro,Titãs,37120,1220930
32 Dentes,Titãs,184946,6157904
Bichos Escrotos (Vinheta),Titãs,104986,3503755
Não Vou Lutar,Titãs,189988,6308613
Homem Primata (Vinheta),Titãs,34168,1124909
Homem Primata,Titãs,195500,6486470
Polícia (Vinheta),Titãs,56111,1824213
Querem Meu Sangue,Titãs,212401,7069773
Diversão,Titãs,285936,9531268
Televisão,Titãs,293668,9776548
Sonifera Ilha,Branco Mello/Carlos Barmack/Ciro Pessoa/Marcelo Fromer/Toni Belloto,170684,5678290
Lugar Nenhum,Arnaldo Antunes/Charles Gavin/Marcelo Fromer/Sérgio Britto/Toni Bellotto,195840,6472780
Sua Impossivel Chance,Nando Reis,246622,8073248
Desordem,Charles Gavin/Marcelo Fromer/Sérgio Britto,213289,7067340
Não Vou Me Adaptar,Arnaldo Antunes,221831,7304656
Domingo,Sérgio Britto/Toni Bellotto,208613,6883180
Amanhã Não Se Sabe,Sérgio Britto,189440,6243967
Caras Como Eu,Toni Bellotto,183092,5999048
Senhora E Senhor,Arnaldo Anutnes/Marcelo Fromer/Paulo Miklos,203702,6733733
Era Uma Vez,Arnaldo Anutnes/Branco Mello/Marcelo Fromer/Sergio Brotto/Toni Bellotto,224261,7453156
Miséria,"Arnaldo Antunes/Britto, SergioMiklos, Paulo",262191,8727645
Insensível,Sérgio Britto,207830,6893664
Eu E Ela,Nando Reis,276035,9138846
Toda Cor,Ciro Pressoa/Marcelo Fromer,209084,6939176
É Preciso Saber Viver,Erasmo Carlos/Roberto Carlos,251115,8271418
Senhor Delegado/Eu Não Aguento,Antonio Lopes,156656,5277983
Battlestar Galactica: The Story So Far,,2622250,490750393
Occupation / Precipice,,5286953,1054423946
"Exodus, Pt. 1",,2621708,475079441
"Exodus, Pt. 2",,2618000,466820021
Collaborators,,2626626,483484911
Torn,,2631291,495262585
A Measure of Salvation,,2563938,489715554
Hero,,2713755,506896959
Unfinished Business,,2622038,528499160
The Passage,,2623875,490375760
The Eye of Jupiter,,2618750,517909587
Rapture,,2624541,508406153
Taking a Break from All Your Worries,,2624207,492700163
The Woman King,,2626376,552893447
A Day In the Life,,2620245,462818231
Dirty Hands,,2627961,537648614
Maelstrom,,2622372,514154275
The Son Also Rises,,2621830,499258498
"Crossroads, Pt. 1",,2622622,486233524
"Crossroads, Pt. 2",,2869953,497335706
Genesis,,2611986,515671080
Don't Look Back,,2571154,493628775
One Giant Leap,,2607649,521616246
Collision,,2605480,526182322
Hiros,,2533575,488835454
Better Halves,,2573031,549353481
Nothing to Hide,,2605647,510058181
Seven Minutes to Midnight,,2613988,515590682
Homecoming,,2601351,516015339
Six Months Ago,,2602852,505133869
Fallout,,2594761,501145440
The Fix,,2600266,507026323
Distractions,,2590382,537111289
Run!,,2602602,542936677
Unexpected,,2598139,511777758
Company Man,,2601226,493168135
Company Man,,2601101,503786316
Parasite,,2602727,487461520
A Tale of Two Cities,,2636970,513691652
"Lost (Pilot, Part 1) [Premiere]",,2548875,217124866
"Man of Science, Man of Faith (Premiere)",,2612250,543342028
Adrift,,2564958,502663995
"Lost (Pilot, Part 2)",,2436583,204995876
The Glass Ballerina,,2637458,535729216
Further Instructions,,2563980,502041019
Orientation,,2609083,500600434
Tabula Rasa,,2627105,210526410
Every Man for Himself,,2637387,513803546
Everybody Hates Hugo,,2609192,498163145
Walkabout,,2587370,207748198
...And Found,,2563833,500330548
The Cost of Living,,2637500,505647192
White Rabbit,,2571965,201654606
Abandoned,,2587041,537348711
House of the Rising Sun,,2590032,210379525
I Do,,2627791,504676825
Not In Portland,,2637303,499061234
Not In Portland,,2637345,510546847
The Moth,,2631327,228896396
The Other 48 Days,,2610625,535256753
Collision,,2564916,475656544
Confidence Man,,2615244,223756475
Flashes Before Your Eyes,,2636636,537760755
Lost Survival Guide,,2632590,486675063
Solitary,,2612894,207045178
What Kate Did,,2610250,484583988
Raised By Another,,2590459,223623810
Stranger In a Strange Land,,2636428,505056021
The 23rd Psalm,,2610416,487401604
All the Best Cowboys Have Daddy Issues,,2555492,211743651
The Hunting Party,,2611333,520350364
Tricia Tanaka Is Dead,,2635010,548197162
Enter 77,,2629796,517521422
Fire + Water,,2600333,488458695
Whatever the Case May Be,,2616410,183867185
Hearts and Minds,,2619462,207607466
Par Avion,,2629879,517079642
The Long Con,,2679583,518376636
One of Them,,2698791,542332389
Special,,2618530,219961967
The Man from Tallahassee,,2637637,550893556
Exposé,,2593760,511338017
Homecoming,,2515882,210675221
Maternity Leave,,2780416,555244214
Left Behind,,2635343,538491964
Outlaws,,2619887,206500939
The Whole Truth,,2610125,495487014
...In Translation,,2604575,215441983
Lockdown,,2610250,543886056
One of Us,,2638096,502387276
Catch-22,,2561394,489773399
Dave,,2825166,574325829
Numbers,,2609772,214709143
D.O.C.,,2616032,518556641
Deus Ex Machina,,2582009,214996732
S.O.S.,,2639541,517979269
Do No Harm,,2618487,212039309
Two for the Road,,2610958,502404558
The Greater Good,,2617784,214130273
?,,2782333,528227089
Born to Run,,2618619,213772057
Three Minutes,,2763666,531556853
Exodus (Part 1),,2620747,213107744
"Live Together, Die Alone, Pt. 1",,2478041,457364940
Exodus (Part 2) [Season Finale],,2605557,208667059
"Live Together, Die Alone, Pt. 2",,2656531,503619265
Exodus (Part 3) [Season Finale],,2619869,197937785
Zoo Station,U2,276349,9056902
Even Better Than The Real Thing,U2,221361,7279392
One,U2,276192,9158892
Until The End Of The World,U2,278700,9132485
Who's Gonna Ride Your Wild Horses,U2,316551,10304369
So Cruel,U2,349492,11527614
The Fly,U2,268982,8825399
Mysterious Ways,U2,243826,8062057
Tryin' To Throw Your Arms Around The World,U2,232463,7612124
Ultraviolet (Light My Way),U2,330788,10754631
Acrobat,U2,270288,8824723
Love Is Blindness,U2,263497,8531766
Beautiful Day,"Adam Clayton, Bono, Larry Mullen, The Edge",248163,8056723
Stuck In A Moment You Can't Get Out Of,"Adam Clayton, Bono, Larry Mullen, The Edge",272378,8997366
Elevation,"Adam Clayton, Bono, Larry Mullen, The Edge",227552,7479414
Walk On,"Adam Clayton, Bono, Larry Mullen, The Edge",296280,9800861
Kite,"Adam Clayton, Bono, Larry Mullen, The Edge",266893,8765761
In A Little While,"Adam Clayton, Bono, Larry Mullen, The Edge",219271,7189647
Wild Honey,"Adam Clayton, Bono, Larry Mullen, The Edge",226768,7466069
Peace On Earth,"Adam Clayton, Bono, Larry Mullen, The Edge",288496,9476171
When I Look At The World,"Adam Clayton, Bono, Larry Mullen, The Edge",257776,8500491
New York,"Adam Clayton, Bono, Larry Mullen, The Edge",330370,10862323
Grace,"Adam Clayton, Bono, Larry Mullen, The Edge",330657,10877148
The Three Sunrises,U2,234788,7717990
Spanish Eyes,U2,196702,6392710
Sweetest Thing,U2,185103,6154896
Love Comes Tumbling,U2,282671,9328802
Bass Trap,U2,213289,6834107
Dancing Barefoot,Ivan Kral/Patti Smith,287895,9488294
Everlasting Love,Buzz Cason/Mac Gayden,202631,6708932
Unchained Melody,Alex North/Hy Zaret,294164,9597568
Walk To The Water,U2,289253,9523336
Luminous Times (Hold On To Love),Brian Eno/U2,277760,9015513
Hallelujah Here She Comes,U2,242364,8027028
Silver And Gold,Bono,279875,9199746
Endless Deep,U2,179879,5899070
A Room At The Heartbreak Hotel,U2,274546,9015416
"Trash, Trampoline And The Party Girl",U2,153965,5083523
Vertigo,"Adam Clayton, Bono, Larry Mullen & The Edge",194612,6329502
Miracle Drug,"Adam Clayton, Bono, Larry Mullen & The Edge",239124,7760916
Sometimes You Can't Make It On Your Own,"Adam Clayton, Bono, Larry Mullen & The Edge",308976,10112863
Love And Peace Or Else,"Adam Clayton, Bono, Larry Mullen & The Edge",290690,9476723
City Of Blinding Lights,"Adam Clayton, Bono, Larry Mullen & The Edge",347951,11432026
All Because Of You,"Adam Clayton, Bono, Larry Mullen & The Edge",219141,7198014
A Man And A Woman,"Adam Clayton, Bono, Larry Mullen & The Edge",270132,8938285
Crumbs From Your Table,"Adam Clayton, Bono, Larry Mullen & The Edge",303568,9892349
One Step Closer,"Adam Clayton, Bono, Larry Mullen & The Edge",231680,7512912
Original Of The Species,"Adam Clayton, Bono, Larry Mullen & The Edge",281443,9230041
Yahweh,"Adam Clayton, Bono, Larry Mullen & The Edge",262034,8636998
Discotheque,"Bono, The Edge, Adam Clayton, and Larry Mullen",319582,10442206
Do You Feel Loved,"Bono, The Edge, Adam Clayton, and Larry Mullen",307539,10122694
Mofo,"Bono, The Edge, Adam Clayton, and Larry Mullen",349178,11583042
If God Will Send His Angels,"Bono, The Edge, Adam Clayton, and Larry Mullen",322533,10563329
Staring At The Sun,"Bono, The Edge, Adam Clayton, and Larry Mullen",276924,9082838
Last Night On Earth,"Bono, The Edge, Adam Clayton, and Larry Mullen",285753,9401017
Gone,"Bono, The Edge, Adam Clayton, and Larry Mullen",266866,8746301
Miami,"Bono, The Edge, Adam Clayton, and Larry Mullen",293041,9741603
The Playboy Mansion,"Bono, The Edge, Adam Clayton, and Larry Mullen",280555,9274144
If You Wear That Velvet Dress,"Bono, The Edge, Adam Clayton, and Larry Mullen",315167,10227333
Please,"Bono, The Edge, Adam Clayton, and Larry Mullen",302602,9909484
Wake Up Dead Man,"Bono, The Edge, Adam Clayton, and Larry Mullen",292832,9515903
Helter Skelter,"Lennon, John/McCartney, Paul",187350,6097636
Van Diemen's Land,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",186044,5990280
Desire,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",179226,5874535
Hawkmoon 269,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",382458,12494987
All Along The Watchtower,"Dylan, Bob",264568,8623572
I Still Haven't Found What I'm Looking for,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",353567,11542247
Freedom For My People,"Mabins, Macie/Magee, Sterling/Robinson, Bobby",38164,1249764
Silver And Gold,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",349831,11450194
Pride (In The Name Of Love),"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",267807,8806361
Angel Of Harlem,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",229276,7498022
Love Rescue Me,"Bono/Clayton, Adam/Dylan, Bob/Mullen Jr., Larry/The Edge",384522,12508716
When Love Comes To Town,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",255869,8340954
Heartland,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",303360,9867748
God Part II,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",195604,6497570
The Star Spangled Banner,"Hendrix, Jimi",43232,1385810
Bullet The Blue Sky,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",337005,10993607
All I Want Is You,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",390243,12729820
Pride (In The Name Of Love),U2,230243,7549085
New Year's Day,U2,258925,8491818
With Or Without You,U2,299023,9765188
I Still Haven't Found What I'm Looking For,U2,280764,9306737
Sunday Bloody Sunday,U2,282174,9269668
Bad,U2,351817,11628058
Where The Streets Have No Name,U2,276218,9042305
I Will Follow,U2,218253,7184825
The Unforgettable Fire,U2,295183,9684664
Sweetest Thing,U2 & Daragh O'Toole,183066,6071385
Desire,U2,179853,5893206
When Love Comes To Town,U2,258194,8479525
Angel Of Harlem,U2,230217,7527339
All I Want Is You,U2 & Van Dyke Parks,591986,19202252
Sunday Bloody Sunday,U2,278204,9140849
Seconds,U2,191582,6352121
New Year's Day,U2,336274,11054732
Like A Song...,U2,287294,9365379
Drowning Man,U2,254458,8457066
The Refugee,U2,221283,7374043
Two Hearts Beat As One,U2,243487,7998323
Red Light,U2,225854,7453704
Surrender,U2,333505,11221406
40,U2,157962,5251767
Zooropa,U2; Bono,392359,12807979
Babyface,U2; Bono,241998,7942573
Numb,"U2; Edge, The",260284,8577861
Lemon,U2; Bono,418324,13988878
"Stay (Faraway, So Close!)",U2; Bono,298475,9785480
Daddy's Gonna Pay For Your Crashed Car,U2; Bono,320287,10609581
Some Days Are Better Than Others,U2; Bono,257436,8417690
The First Time,U2; Bono,225697,7247651
Dirty Day,"U2; Bono & Edge, The",324440,10652877
The Wanderer,U2; Bono,283951,9258717
Breakfast In Bed,,196179,6513325
Where Did I Go Wrong,,226742,7485054
I Would Do For You,,334524,11193602
Homely Girl,,203833,6790788
Here I Am (Come And Take Me),,242102,8106249
Kingston Town,,226951,7638236
Wear You To The Ball,,213342,7159527
(I Can't Help) Falling In Love With You,,207568,6905623
Higher Ground,,260179,8665244
Bring Me Your Cup,,341498,11346114
C'est La Vie,,270053,9031661
Reggae Music,,245106,8203931
Superstition,,319582,10728099
Until My Dying Day,,235807,7886195
Where Have All The Good Times Gone?,Ray Davies,186723,6063937
Hang 'Em High,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,210259,6872314
Cathedral,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,82860,2650998
Secrets,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,206968,6803255
Intruder,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,100153,3282142
(Oh) Pretty Woman,Bill Dees/Roy Orbison,174680,5665828
Dancing In The Street,Ivy Jo Hunter/Marvin Gaye/William Stevenson,225985,7461499
Little Guitars (Intro),Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,42240,1439530
Little Guitars,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,228806,7453043
Big Bad Bill (Is Sweet William Now),Jack Yellen/Milton Ager,165146,5489609
The Full Bug,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,201116,6551013
Happy Trails,Dale Evans,65488,2111141
Eruption,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",102164,3272891
Ain't Talkin' 'bout Love,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",228336,7569506
Runnin' With The Devil,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",215902,7061901
Dance the Night Away,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",185965,6087433
And the Cradle Will Rock...,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",213968,7011402
Unchained,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",208953,6777078
Jump,"Edward Van Halen, Alex Van Halen, David Lee Roth",241711,7911090
Panama,"Edward Van Halen, Alex Van Halen, David Lee Roth",211853,6921784
Why Can't This Be Love,Van Halen,227761,7457655
Dreams,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",291813,9504119
When It's Love,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",338991,11049966
Poundcake,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",321854,10366978
Right Now,Van Halen,321828,10503352
Can't Stop Loving You,Van Halen,248502,8107896
Humans Being,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",308950,10014683
Can't Get This Stuff No More,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, David Lee Roth",315376,10355753
Me Wise Magic,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, David Lee Roth",366053,12013467
Runnin' With The Devil,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",216032,7056863
Eruption,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",102556,3286026
You Really Got Me,Ray Davies,158589,5194092
Ain't Talkin' 'Bout Love,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",230060,7617284
I'm The One,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",226507,7373922
Jamie's Cryin',"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",210546,6946086
Atomic Punk,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",182073,5908861
Feel Your Love Tonight,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",222850,7293608
Little Dreamer,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",203258,6648122
Ice Cream Man,John Brim,200306,6573145
On Fire,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",180636,5879235
Neworld,Van Halen,105639,3495897
Without You,Van Halen,390295,12619558
One I Want,Van Halen,330788,10743970
From Afar,Van Halen,324414,10524554
Dirty Water Dog,Van Halen,327392,10709202
Once,Van Halen,462837,15378082
Fire in the Hole,Van Halen,331728,10846768
Josephina,Van Halen,342491,11161521
Year to the Day,Van Halen,514612,16621333
Primary,Van Halen,86987,2812555
Ballot or the Bullet,Van Halen,342282,11212955
How Many Say I,Van Halen,363937,11716855
Sucker Train Blues,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",267859,8738780
Do It For The Kids,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",235911,7693331
Big Machine,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",265613,8673442
Illegal I Song,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",257750,8483347
Spectacle,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",221701,7252876
Fall To Pieces,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",270889,8823096
Headspace,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",223033,7237986
Superhuman,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",255921,8365328
Set Me Free,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",247954,8053388
You Got No Right,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",335412,10991094
Slither,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",248398,8118785
Dirty Little Thing,"Dave Kushner, Duff, Keith Nelson, Matt Sorum, Scott Weiland & Slash",237844,7732982
Loving The Alien,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",348786,11412762
Pela Luz Dos Olhos Teus,,119196,3905715
A Bencao E Outros,,421093,14234427
Tudo Na Mais Santa Paz,,222406,7426757
O Velho E Aflor,,275121,9126828
Cotidiano N 2,,55902,1805797
Adeus,,221884,7259351
Samba Pra Endrigo,,259265,8823551
So Por Amor,,236591,7745764
Meu Pranto Rolou,,181760,6003345
Mulher Carioca,,191686,6395048
Um Homem Chamado Alfredo,,151640,4976227
Samba Do Jato,,220813,7357840
"Oi, La",,167053,5562700
"Vinicius, Poeta Do Encontro",,336431,10858776
Soneto Da Separacao,,193880,6277511
Still Of The Night,Sykes,398210,13043817
Here I Go Again,Marsden,233874,7652473
Is This Love,Sykes,283924,9262360
Love Ain't No Stranger,Galley,259395,8490428
